"ID";"DESCRIPTION";"REACTION";"GPR";"REVERSIBLE";"LOWER.BOUND";"UPPER.BOUND";"OBJECTIVE"
"DOPAtu";"Dopamine uniport";"dopa[e] <=> dopa[c] ";"( 6581 ) or ( 6582 ) or ( 6584 )";1;-1000;1000;0
"DPGase";"Diphosphoglycerate phosphatase";"h2o[c] + 23dpg[c] => pi[c] + 3pg[c] ";"( 669 ) or ( 5223 ) or ( 5224 )";0;0;1000;0
"DPGM";"Diphosphoglyceromutase";"13dpg[c] <=> h[c] + 23dpg[c] ";"( 669 ) or ( 5223 ) or ( 5224 )";1;-1000;1000;0
"DPMVDx";"diphosphomevalonate decarboxylase";"atp[x] + 5dpmev[x] => adp[x] + co2[x] + ipdp[x] + pi[x] ";"( 4597 )";0;0;1000;0
"DRPA";"deoxyribose-phosphate aldolase";"2dr5p[c] => acald[c] + g3p[c] ";"( 51071 )";0;0;1000;0
"DSAT";"dihydrosphingosine N-acyltransferase";"sphgn[c] + Rtotalcoa[c] => h[c] + coa[c] + dhcrm_hs[c] ";"";0;0;1000;0
"DTDPtn";"dTDP nuclear transport";"dtdp[c] <=> dtdp[n] ";"";1;-1000;1000;0
"DTTPtn";"dTTP diffusion in nucleus";"dttp[c] <=> dttp[n] ";"";1;-1000;1000;0
"DUDPtn";"dUDP nuclear transport";"dudp[c] <=> dudp[n] ";"";1;-1000;1000;0
"DUMPtn";"dUMP nuclear transport";"dump[c] <=> dump[n] ";"";1;-1000;1000;0
"DURAD";"dihydrouracil dehydrogenase (NADP)";"nadp[c] + 56dura[c] <=> h[c] + nadph[c] + ura[c] ";"( 1806 )";1;-1000;1000;0
"DURAD2";"dihydrothymin dehydrogenase (NADP)";"nadp[c] + 56dthm[c] <=> h[c] + nadph[c] + thym[c] ";"( 1806 )";1;-1000;1000;0
"DURIK1";"deoxyuridine kinase (ATP:Deoxyuridine)";"atp[c] + duri[c] => adp[c] + h[c] + dump[c] ";"( 7083 ) or ( 7084 )";0;0;1000;0
"DURIPP";"deoxyuridine phosphorylase";"pi[c] + duri[c] <=> 2dr1p[c] + ura[c] ";"( 4860 ) or ( 151531 )";1;-1000;1000;0
"DURIt";"deoxyuridine transport via diffusion";"duri[e] <=> duri[c] ";"( 3177 )";1;-1000;1000;0
"DUTPDPn";"dUTP diphosphatase, nuclear";"h2o[n] + dutp[n] => ppi[n] + h[n] + dump[n] ";"( 1854 )";0;0;1000;0
"EBP1r";"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase";"zymst[r] => chlstol[r] ";"( 10682 )";0;0;1000;0
"ECOAH1m";"3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria)";"3hbcoa[m] <=> h2o[m] + b2coa[m] ";"( 549 ) or ( 3030 and 3032 ) or ( 1892 )";1;-1000;1000;0
"ECOAH9m";"2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial";"h2o[m] + 2mb2coa[m] <=> 3hmbcoa[m] ";"( 1892 ) or ( 3030 and 3032 )";1;-1000;1000;0
"EICOSTETCPT1";"carnitine O-palmitoyltransferase";"crn[c] + eicostetcoa[c] => coa[c] + eicostetcrn[c] ";"( 1375 ) or ( 126129 ) or ( 1374 )";0;0;1000;0
"EICOSTETCPT2";"carnitine transferase";"coa[m] + eicostetcrn[m] => crn[m] + eicostetcoa[m] ";"( 1376 )";0;0;1000;0
"EICOSTETCRNt";"transport into the mitochondria (carnitine)";"eicostetcrn[c] => eicostetcrn[m] ";"( 788 )";0;0;1000;0
"ENGASE3ly";"endo-beta-N-acetylglucosaminidase, lysosomal";"h2o[l] + ksi_deg2[l] => acgam[l] + ksi_deg3[l] ";"";0;0;1000;0
"ENGASEly";"endo-beta-N-acetylglucosaminidase, lysosomal";"h2o[l] + s2l2n2m2m[l] => acgam[l] + s2l2n2m2mn[l] ";"";0;0;1000;0
"ENMAN1g";"Endomannosidase (glc1man-producing), Golgi apparatus";"h2o[g] + g1m8masn[g] => glc1man[g] + m7masnA[g] ";"";0;0;1000;0
"ENMAN6g";"Endomannosidase (m5masnB1-producing), Golgi apparatus";"h2o[g] + g1m6masnB1[g] => glc1man[g] + m5masnB1[g] ";"";0;0;1000;0
"ENO";"enolase";"2pg[c] <=> h2o[c] + pep[c] ";"( 2023 ) or ( 2027 ) or ( 2026 )";1;-1000;1000;0
"ESTRADIOLtr";"estradiol intracellular transport";"estradiol[r] <=> estradiol[c] ";"";1;-1000;1000;0
"ESTRONESt";"estrone 3-sulfate transport via bicarbonate countertransport";"hco3[c] + estrones[e] <=> hco3[e] + estrones[c] ";"( 11309 ) or ( 10599 ) or ( 53919 ) or ( 6579 ) or ( 28232 ) or ( 28231 ) or ( 28234 )";1;-1000;1000;0
"ESTRONESt2";"estrone-3-sulfate transport via sodium cotransport";"2 na1[e] + estrones[e] => 2 na1[c] + estrones[c] ";"( 6554 )";0;0;1000;0
"ESTRONEtr";"estrone intracellular transport";"estrone[r] <=> estrone[c] ";"";1;-1000;1000;0
"ETF";"electron transfer flavoprotein";"fadh2[m] + etfox[m] => fad[m] + etfrd[m] ";"( 2108 and 2109 )";0;0;1000;0
"ETFQO";"Electron transfer flavoprotein-ubiquinone oxidoreductase";"q10[m] + etfrd[m] => q10h2[m] + etfox[m] ";"( 2110 )";0;0;1000;0
"ETHAK";"Ethanolamine kinase";"atp[c] + etha[c] => adp[c] + h[c] + ethamp[c] ";"( 1119 ) or ( 55500 ) or ( 55224 ) or ( 1120 )";0;0;1000;0
"EX_ala_L(e)";"exchange reaction for L-alanine";"ala_L[e] <=> ";"";1;-1;0;0
"EX_arg_L(e)";"L-Arginine exchange";"arg_L[e] <=> ";"";1;-1;0;0
"EX_asn_L(e)";"exchange reaction for L-asparagine";"asn_L[e] <=> ";"";1;-1;0;0
"EX_asp_L(e)";"L-Aspartate exchange";"asp_L[e] <=> ";"";1;-1;0;0
"EX_atp(e)";"ATP exchange";"atp[e] <=> ";"";1;0;1000;0
"EX_ca2(e)";"Calcium exchange";"ca2[e] <=> ";"";1;-1;0;0
"EX_chol(e)";"exchange reaction for Choline";"chol[e] <=> ";"";1;-1000;0;0
"EX_cl(e)";"exchange reaction for Chloride";"cl[e] <=> ";"";1;-1000;0;0
"EX_co2(e)";"CO2 exchange";"co2[e] <=> ";"";1;0,515;0,53;0
"EX_cys_L(e)";"exchange reaction for L-cysteine";"cys_L[e] <=> ";"";1;-1000;0;0
"EX_fe2(e)";"EX_fe2(u)";"fe2[e] <=> ";"";1;0;1000;0
"EX_fe3(e)";"Fe3+ exchange";"fe3[e] <=> ";"";1;-1;0;0
"EX_fol(e)";"exchange reaction for Folate";"fol[e] <=> ";"";1;-1000;0;0
"EX_glc(e)";"D-Glucose exchange";"glc_D[e] <=> ";"";1;-1;0;0
"EX_gln_L(e)";"exchange reaction for L-glutamine";"gln_L[e] <=> ";"";1;0;1000;0
"EX_glu_L(e)";"L-Glutamate exchange";"glu_L[e] <=> ";"";1;-1;1000;0
"EX_gly(e)";"exchange reaction for Glycine";"gly[e] <=> ";"";1;-1000;0;0
"EX_gthrd(e)";"Reduced glutathione exchange";"gthrd[e] <=> ";"";1;0;1000;0
"EX_h2o(e)";"H2O exchange";"h2o[e] <=> ";"";1;-100;0;0
"EX_hdca(e)";"Hexadecanoate (n-C16:0) exchange";"hdca[e] <=> ";"";1;-1;0;0
"EX_his_L(e)";"exchange reaction for L-histidine";"his_L[e] <=> ";"";1;-1000;0;0
"EX_ile_L(e)";"L-Isoleucine exchange";"ile_L[e] <=> ";"";1;-1;0;0
"EX_inost(e)";"myo-Inositol exchange";"inost[e] <=> ";"";1;-1;0;0
"EX_lac_L(e)";"L-Lactate exchange";"lac_L[e] <=> ";"";1;0;1000;0
"EX_leuktrB4(e)";"leukotriene B4 exchange";"leuktrB4[e] <=> ";"";1;0;1000;0
"EX_leuktrE4(e)";"leukotriene E4 exchange";"leuktrE4[e] <=> ";"";1;0;1000;0
"EX_leu_L(e)";"L-Leucine exchange";"leu_L[e] <=> ";"";1;-1;0;0
"EX_lnlc(e)";"linoleic acid (all cis C18:2) exchange";"lnlc[e] <=> ";"";1;-1;0;0
"EX_lnlnca(e)";"alpha-Linolenic acid exchange";"lnlnca[e] <=> ";"";1;-1;0;0
"EX_lys_L(e)";"L-Lysine exchange";"lys_L[e] <=> ";"";1;-1;0;0
"EX_met_L(e)";"L-Methionine exchange";"met_L[e] <=> ";"";1;-1;0;0
"EX_na1(e)";"exchange reaction for Sodium";"na1[e] <=> ";"";1;-1000;0;0
"EX_ncam(e)";"Nicotinamide exchange";"ncam[e] <=> ";"";1;-1;0;0
"EX_no(e)";"exchange reaction for NO";"no[e] <=> ";"";1;0;1000;0
"EX_o2(e)";"exchange reaction for oxugen";"o2[e] <=> ";"";1;-0,53;-0,515;0
"EX_phe_L(e)";"exchange reaction for L-phenylalanine";"phe_L[e] <=> ";"";1;-1000;0;0
"EX_pi(e)";"Phosphate exchange";"pi[e] <=> ";"";1;-100;0;0
"EX_pro_L(e)";"L-Proline exchange";"pro_L[e] <=> ";"";1;-1;0;0
"EX_prostgd2(e)";"Prostaglandin D2 exchange";"prostgd2[e] <=> ";"";1;0;1000;0
"EX_prostge1(e)";"Prostaglandin E1 exchange";"prostge1[e] <=> ";"";1;0;1000;0
"EX_ribflv(e)";"exchange reaction for Riboflavin";"ribflv[e] <=> ";"";1;-1000;0;0
"EX_Rtotal(e)";"R total exchange";"Rtotal[e] <=> ";"";1;-1;0;0
"EX_Rtotal2(e)";"R total 2 position exchange";"Rtotal2[e] <=> ";"";1;-1;0;0
"EX_ser_D(e)";"D-Serine exchange";"ser_D[e] <=> ";"";1;0;1000;0
"EX_ser_L(e)";"exchange reaction for L-serine";"ser_L[e] <=> ";"";1;-1;0;0
"EX_so4(e)";"Sulfate exchange";"so4[e] <=> ";"";1;-100;0;0
"EX_thr_L(e)";"L-Threonine exchange";"thr_L[e] <=> ";"";1;-1;0;0
"EX_thymd(e)";"Thymidine exchange";"thymd[e] <=> ";"";1;-1;0;0
"EX_trp_L(e)";"L-Tryptophan exchange";"trp_L[e] <=> ";"";1;-1;0;0
"EX_tyr_L(e)";"L-Tyrosine exchange";"tyr_L[e] <=> ";"";1;-1;0;0
"EX_val_L(e)";"L-Valine exchange";"val_L[e] <=> ";"";1;-1;0;0
"F1PGT";"fucose-1-phosphate guanylyltransferase";"h[c] + gtp[c] + fuc1p_L[c] <=> ppi[c] + gdpfuc[c] ";"( 8790 ) or ( 51086 )";1;-1000;1000;0
"F6Tg";"glycoprotein 6-alpha-L-fucosyltransferase";"gdpfuc[g] + n2m2masn[g] => h[g] + fn2m2masn[g] + gdp[g] ";"( 2530 )";0;0;1000;0
"FACOAL160i";"C160 fatty acid activation";"atp[c] + coa[c] + hdca[c] => amp[c] + ppi[c] + pmtcoa[c] ";"( 2181 ) or ( 51703 ) or ( 2180 ) or ( 2182 ) or ( 81616 )";0;0;1000;0
"FACOAL181i";"C181 fatty acid activation";"atp[c] + coa[c] + ocdcea[c] => amp[c] + ppi[c] + odecoa[c] ";"( 2180 ) or ( 2181 ) or ( 2182 ) or ( 81616 )";0;0;1000;0
"FACOAL1821";"fatty-acid--CoA ligase";"atp[c] + coa[c] + lnlc[c] <=> amp[c] + ppi[c] + lnlccoa[c] ";"( 2180 ) or ( 2182 ) or ( 81616 ) or ( 2181 )";1;-1000;1000;0
"FACOAL1831";"fatty-acid--CoA ligase";"atp[c] + coa[c] + lnlncg[c] <=> amp[c] + ppi[c] + lnlncgcoa[c] ";"( 2180 ) or ( 2182 ) or ( 2181 ) or ( 81616 ) or ( 23305 ) or ( 51703 )";1;-1000;1000;0
"FACOAL1832";"fatty-acid--CoA ligase";"atp[c] + coa[c] + lnlnca[c] <=> amp[c] + ppi[c] + lnlncacoa[c] ";"( 2180 )";1;-1000;1000;0
"FACOAL184";"fatty-acid--CoA ligase";"atp[c] + coa[c] + strdnc[c] <=> amp[c] + ppi[c] + strdnccoa[c] ";"( 2180 )";1;-1000;1000;0
"FACOAL204";"fatty-acid--CoA ligase";"atp[c] + coa[c] + arachd[c] <=> amp[c] + ppi[c] + arachdcoa[c] ";"( 2181 ) or ( 2180 ) or ( 2182 ) or ( 81616 )";1;-1000;1000;0
"FACOAL80i";"fatty-acid--CoA ligase (octanoate)";"atp[c] + coa[c] + octa[c] => amp[c] + ppi[c] + occoa[c] ";"( 2181 )";0;0;1000;0
"FADH2tru";"FADH2 transporter, endoplasmic reticulum";"fadh2[c] => fadh2[r] ";"";0;0;1000;0
"FADtru";"FAD transporter, endoplasmic reticulum";"fad[r] => fad[c] ";"";0;0;1000;0
"FAEL183";"fatty-acyl-CoA elongation (n-C18:3CoA)";"o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + lnlncgcoa[c] => 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + dlnlcgcoa[c] ";"( 6785 ) or ( 79071 ) or ( 60481 ) or ( 54898 )";0;0;1000;0
"FAEL184";"fatty-acyl-CoA elongation (n-C20:4CoA)";"o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + strdnccoa[c] => 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + eicostetcoa[c] ";"( 6785 ) or ( 79071 ) or ( 60481 ) or ( 54898 )";0;0;1000;0
"FAEL205";"fatty-acyl-CoA elongation (n-C20:5CoA)";"o2[c] + 5 h[c] + 4 nadph[c] + malcoa[c] + tmndnccoa[c] => 3 h2o[c] + 4 nadp[c] + co2[c] + coa[c] + clpndcoa[c] ";"( 6785 ) or ( 79071 ) or ( 60481 ) or ( 54898 )";0;0;1000;0
"FALDH";"formaldehyde dehydrogenase";"nad[c] + fald[c] + gthrd[c] <=> h[c] + nadh[c] + Sfglutth[c] ";"( 128 )";1;-1000;1000;0
"FALDtm";"formaldehyde transport via diffusion (mitochondrial)";"fald[m] <=> fald[c] ";"";1;-1000;1000;0
"FAOXC11";"Beta oxidation of long chain fatty acid";"h2o[m] + coa[m] + nad[m] + dmnoncoa[m] => h[m] + nadh[m] + accoa[m] + dmhptcoa[m] ";"( 34 )";0;0;1000;0
"FAOXC16080x";"Beta oxidation of long chain fatty acid";"4 nad[x] + 4 coa[x] + pmtcoa[x] + 4 o2[x] + 4 h2o[x] => 4 h[x] + 4 nadh[x] + 4 accoa[x] + occoa[x] + 4 h2o2[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC16180m";"Beta oxidation  fatty acid";"4 h2o[m] + 4 coa[m] + 4 nad[m] + 3 fad[m] + hdcoa[m] => 4 h[m] + 4 nadh[m] + 4 accoa[m] + 3 fadh2[m] + occoa[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC180";"Beta oxidation of long chain fatty acid";"h2o[m] + coa[m] + nad[m] + fad[m] + stcoa[m] => h[m] + nadh[m] + accoa[m] + fadh2[m] + pmtcoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC180x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + stcoa[x] => h[x] + nadh[x] + accoa[x] + pmtcoa[x] + h2o2[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC1811603m";"Beta oxidation  fatty acid";"5 h2o[m] + 5 coa[m] + 5 nad[m] + 4 fad[m] + odecoa[m] => 5 h[m] + 5 nadh[m] + 5 accoa[m] + 4 fadh2[m] + occoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC182806m";"Beta oxidation of fatty acid";"5 h2o[m] + 5 coa[m] + 5 nad[m] + 3 fad[m] + lnlccoa[m] => 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC183803m";"Beta oxidation of fatty acid";"5 h2o[m] + 5 coa[m] + 5 nad[m] + 2 fad[m] + lnlncacoa[m] => 5 h[m] + 5 nadh[m] + 5 accoa[m] + 2 fadh2[m] + occoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC183806m";"Beta oxidation of fatty acid";"2 o2[m] + 5 h2o[m] + 5 coa[m] + 5 nad[m] + lnlncgcoa[m] => 5 h[m] + 5 nadh[m] + 5 accoa[m] + 2 h2o2[m] + occoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC183806x";"Beta oxidation of long chain fatty acid";"5 nad[x] + 5 coa[x] + 2 o2[x] + 5 h2o[x] + lnlncgcoa[x] => 5 h[x] + 5 nadh[x] + 5 accoa[x] + occoa[x] + 2 h2o2[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC18480m";"Beta oxidation of fatty acid";"5 h2o[m] + 5 coa[m] + 5 nad[m] + fad[m] + strdnccoa[m] => 5 h[m] + 5 nadh[m] + 5 accoa[m] + fadh2[m] + occoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC18480x";"Beta oxidation of long chain fatty acid";"5 nad[x] + 5 coa[x] + o2[x] + 5 h2o[x] + strdnccoa[x] => 5 h[x] + 5 nadh[x] + 5 accoa[x] + occoa[x] + h2o2[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC200180x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + arachcoa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + stcoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2031836m";"Beta oxidation of fatty acid";"h2o[m] + coa[m] + nad[m] + fad[m] + dlnlcgcoa[m] => h[m] + nadh[m] + accoa[m] + fadh2[m] + lnlncgcoa[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC204";"Beta oxidation of long chain fatty acid";"9 h2o[m] + 9 coa[m] + 9 nad[m] + 5 fad[m] + arachdcoa[m] => 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC204184m";"Beta oxidation  fatty acid";"h2o[m] + coa[m] + nad[m] + fad[m] + eicostetcoa[m] => h[m] + nadh[m] + accoa[m] + fadh2[m] + strdnccoa[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC2051843m";"Beta oxidation of fatty acid";"h2o[m] + coa[m] + nad[m] + tmndnccoa[m] => h[m] + nadh[m] + accoa[m] + strdnccoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC2051843x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + h2o[x] + tmndnccoa[x] => h[x] + nadh[x] + accoa[x] + strdnccoa[x] ";"( 1962 and 30 and 51 ) or ( 30 and 3295 and 51 )";0;0;1000;0
"FAOXC2242046x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + adrncoa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + arachdcoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2251836m";"Beta oxidation of fatty acid";"2 h2o[m] + 2 coa[m] + 2 nad[m] + dcsptn1coa[m] => 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] ";"( 34 ) or ( 35 )";0;0;1000;0
"FAOXC2251836x";"Beta oxidation of long chain fatty acid";"2 nad[x] + 2 coa[x] + 2 h2o[x] + dcsptn1coa[x] => 2 h[x] + 2 nadh[x] + 2 accoa[x] + lnlncgcoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2252053m";"Beta oxidation of long chain fatty acid";"o2[m] + h2o[m] + coa[m] + nad[m] + dcsptn1coa[m] => h[m] + nadh[m] + accoa[m] + h2o2[m] + tmndnccoa[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC2252053x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + dcsptn1coa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + tmndnccoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC226205m";"Beta oxidation of long chain fatty acid";"h2o[m] + coa[m] + nad[m] + c226coa[m] => h[m] + nadh[m] + accoa[m] + tmndnccoa[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAOXC226205x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + h2o[x] + c226coa[x] => h[x] + nadh[x] + accoa[x] + tmndnccoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC240200x";"Beta oxidation of long chain fatty acid";"2 nad[x] + 2 coa[x] + 2 o2[x] + 2 h2o[x] + lgnccoa[x] => 2 h[x] + 2 nadh[x] + 2 accoa[x] + 2 h2o2[x] + arachcoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC241181x";"Beta oxidation of long chain fatty acid";"3 nad[x] + 3 coa[x] + 3 o2[x] + 3 h2o[x] + nrvnccoa[x] => 3 h[x] + 3 nadh[x] + 3 accoa[x] + 3 h2o2[x] + odecoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2442246x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + tettet6coa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + adrncoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2452253x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + tetpent3coa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + clpndcoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC2452256x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + tetpent6coa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + dcsptn1coa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC246226x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + tethex3coa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + c226coa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC260240x";"Beta oxidation of long chain fatty acid";"nad[x] + coa[x] + o2[x] + h2o[x] + hexccoa[x] => h[x] + nadh[x] + accoa[x] + h2o2[x] + lgnccoa[x] ";"( 30 and 3295 and 51 ) or ( 1962 and 30 and 51 )";0;0;1000;0
"FAOXC80";"Beta oxidation of med/long chain fatty acid";"3 h2o[m] + 3 coa[m] + 3 nad[m] + 3 fad[m] + occoa[m] => 3 h[m] + 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] ";"( 35 ) or ( 34 )";0;0;1000;0
"FAS100COA";"fatty acyl-CoA synthase (n-C10:0CoA)";"3 h[c] + 2 nadph[c] + malcoa[c] + occoa[c] => h2o[c] + 2 nadp[c] + co2[c] + coa[c] + dcacoa[c] ";"( 2194 ) or ( 2194 and 54898 and 60481 and 79071 )";0;0;1000;0
"FAS120COA";"fatty-acyl-CoA synthase (n-C12:0CoA)";"3 h[c] + 2 nadph[c] + malcoa[c] + dcacoa[c] => h2o[c] + 2 nadp[c] + co2[c] + coa[c] + ddcacoa[c] ";"( 2194 ) or ( 2194 and 54898 and 60481 and 79071 )";0;0;1000;0
"FAS140COA";"fatty-acyl-CoA synthase (n-C14:0CoA)";"3 h[c] + 2 nadph[c] + malcoa[c] + ddcacoa[c] => h2o[c] + 2 nadp[c] + co2[c] + coa[c] + tdcoa[c] ";"( 2194 ) or ( 2194 and 54898 and 60481 and 79071 )";0;0;1000;0
"FAS160COA";"fatty-acyl-CoA synthase (n-C16:0CoA)";"3 h[c] + 2 nadph[c] + malcoa[c] + tdcoa[c] => h2o[c] + 2 nadp[c] + co2[c] + coa[c] + pmtcoa[c] ";"( 2194 ) or ( 2194 and 54898 and 60481 and 79071 )";0;0;1000;0
"FAS180COA";"fatty-acyl-CoA synthase (n-C18:0CoA)";"3 h[c] + 2 nadph[c] + malcoa[c] + pmtcoa[c] => h2o[c] + 2 nadp[c] + co2[c] + coa[c] + stcoa[c] ";"( 2194 ) or ( 2194 and 54898 and 60481 and 79071 )";0;0;1000;0
"FAS80COA_L";"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction";"9 h[c] + 6 nadph[c] + accoa[c] + 3 malcoa[c] => 3 h2o[c] + 6 nadp[c] + 3 co2[c] + 3 coa[c] + occoa[c] ";"( 2194 )";0;0;1000;0
"FATP1t";"fatty acid electroneutral transport";"na1[c] + hdca[c] <=> na1[e] + hdca[e] ";"( 376497 ) or ( 10999 ) or ( 11000 )";1;-1000;1000;0
"FATP2t";"fatty acid electroneutral transport";"na1[c] + ocdcea[c] <=> na1[e] + ocdcea[e] ";"( 376497 )";1;-1000;1000;0
"FATP3t";"fatty acid electroneutral transport";"na1[c] + ocdca[c] <=> na1[e] + ocdca[e] ";"( 376497 )";1;-1000;1000;0
"FATP4t";"fatty acid electroneutral transport";"na1[c] + arach[c] <=> na1[e] + arach[e] ";"( 10998 )";1;-1000;1000;0
"FATP5t";"fatty acid electroneutral transport";"na1[c] + arachd[c] <=> na1[e] + arachd[e] ";"( 10998 )";1;-1000;1000;0
"FATP6t";"fatty acid electroneutral transport";"na1[c] + adrn[c] <=> na1[e] + adrn[e] ";"( 10998 ) or ( 11001 )";1;-1000;1000;0
"FATP7t";"fatty acid electroneutral transport";"na1[c] + crvnc[c] <=> na1[e] + crvnc[e] ";"( 10998 ) or ( 11001 )";1;-1000;1000;0
"FATP8t";"fatty acid electroneutral transport";"na1[c] + lgnc[c] <=> na1[e] + lgnc[e] ";"( 10998 ) or ( 11001 )";1;-1000;1000;0
"FATP9t";"fatty acid electroneutral transport";"na1[c] + nrvnc[c] <=> na1[e] + nrvnc[e] ";"( 10998 ) or ( 11001 )";1;-1000;1000;0
"FBA";"fructose-bisphosphate aldolase";"fdp[c] <=> dhap[c] + g3p[c] ";"( 226 ) or ( 230 ) or ( 229 )";1;-1000;1000;0
"FBA2";"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase";"f1p[c] <=> dhap[c] + glyald[c] ";"( 226 ) or ( 229 ) or ( 230 )";1;-1000;1000;0
"FBA4";"D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase";"xu1p_D[c] <=> dhap[c] + gcald[c] ";"( 226 ) or ( 229 ) or ( 230 )";1;-1000;1000;0
"FBP26";"Fructose-2,6-bisphosphate 2-phosphatase";"h2o[c] + f26bp[c] => pi[c] + f6p[c] ";"( 2203 ) or ( 5210 ) or ( 5207 ) or ( 5209 ) or ( 5208 ) or ( 8789 )";0;0;1000;0
"FDH";"formate dehydrogenase";"nad[c] + for[c] => nadh[c] + co2[c] ";"( 10840 )";0;0;1000;0
"FE2t";"iron (II) transport";"fe2[e] => fe2[c] ";"";0;0;1000;0
"FK";"Fucokinase";"atp[c] + fuc_L[c] => adp[c] + h[c] + fuc1p_L[c] ";"( 197258 )";0;0;1000;0
"FKYNH";"N-Formyl-L-kynurenine amidohydrolase";"h2o[c] + Lfmkynr[c] => h[c] + for[c] + Lkynr[c] ";"( 125061 )";0;0;1000;0
"FMNAT";"FMN adenylyltransferase";"atp[c] + h[c] + fmn[c] => ppi[c] + fad[c] ";"( 80308 )";0;0;1000;0
