"abbreviation"	"name"	"equation"	"reversible"	"compartment"	"lowbnd"	"uppbnd"	"obj_coef"	"rule"	"subsystem"
"HMR_7864"	"HMR_7864"	"(1) CDP[n] + (1) UDP[n] <==> (1) CTP[n] + (1) UMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7865"	"HMR_7865"	"(2) UDP[c] <==> (1) UMP[c] + (1) UTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7866"	"HMR_7866"	"(2) UDP[n] <==> (1) UMP[n] + (1) UTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7867"	"HMR_7867"	"(1) GDP[c] + (1) UDP[c] <==> (1) GTP[c] + (1) UMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7868"	"HMR_7868"	"(1) GDP[n] + (1) UDP[n] <==> (1) GTP[n] + (1) UMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7869"	"HMR_7869"	"(1) UDP[c] + (1) dADP[c] <==> (1) UMP[c] + (1) dATP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7870"	"HMR_7870"	"(1) UDP[n] + (1) dADP[n] <==> (1) UMP[n] + (1) dATP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7871"	"HMR_7871"	"(1) UDP[c] + (1) dCDP[c] <==> (1) UMP[c] + (1) dCTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7872"	"HMR_7872"	"(1) UDP[n] + (1) dCDP[n] <==> (1) UMP[n] + (1) dCTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7873"	"HMR_7873"	"(1) UDP[c] + (1) dGDP[c] <==> (1) UMP[c] + (1) dGTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7874"	"HMR_7874"	"(1) UDP[n] + (1) dGDP[n] <==> (1) UMP[n] + (1) dGTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7875"	"HMR_7875"	"(1) ADP[m] + (1) UDP[m] <==> (1) ATP[m] + (1) UMP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7876"	"HMR_7876"	"(1) ADP[n] + (1) UDP[n] <==> (1) ATP[n] + (1) UMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7878"	"HMR_7878"	"(1) ADP[c] + (1) dITP[c] <==> (1) ATP[c] + (1) dIDP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7879"	"HMR_7879"	"(1) H[c] + (1) H2O[c] + (1) dITP[c] --> (1) PPi[c] + (1) dIMP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7880"	"HMR_7880"	"(1) H2O[c] + (1) dIMP[c] --> (1) H[c] + (1) Pi[c] + (1) deoxyinosine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7881"	"HMR_7881"	"(1) ADP[n] + (1) dITP[n] <==> (1) ATP[n] + (1) dIDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7882"	"HMR_7882"	"(1) ADP[n] + (1) GTP[n] <==> (1) ATP[n] + (1) GDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7883"	"HMR_7883"	"(1) ADP[m] + (1) UTP[m] <==> (1) ATP[m] + (1) UDP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7884"	"HMR_7884"	"(1) ADP[n] + (1) UTP[n] <==> (1) ATP[n] + (1) UDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7885"	"HMR_7885"	"(1) ADP[n] + (1) CTP[n] <==> (1) ATP[n] + (1) CDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7886"	"HMR_7886"	"(1) ADP[m] + (1) dTTP[m] <==> (1) ATP[m] + (1) dTDP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7887"	"HMR_7887"	"(1) ADP[n] + (1) dTTP[n] <==> (1) ATP[n] + (1) dTDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7888"	"HMR_7888"	"(1) ADP[n] + (1) dGTP[n] <==> (1) ATP[n] + (1) dGDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7889"	"HMR_7889"	"(1) ADP[n] + (1) dUTP[n] <==> (1) ATP[n] + (1) dUDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7890"	"HMR_7890"	"(1) ADP[m] + (1) dCTP[m] <==> (1) ATP[m] + (1) dCDP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7891"	"HMR_7891"	"(1) ADP[n] + (1) dCTP[n] <==> (1) ATP[n] + (1) dCDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7892"	"HMR_7892"	"(1) ADP[n] + (1) dATP[n] <==> (1) ATP[n] + (1) dADP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7893"	"HMR_7893"	"(1) ADP[n] + (1) ITP[n] <==> (1) ATP[n] + (1) IDP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7894"	"HMR_7894"	"(1) ADP[m] + (1) dITP[m] <==> (1) ATP[m] + (1) dIDP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_7895"	"HMR_7895"	"(1) ADP[m] + (1) ITP[m] <==> (1) ATP[m] + (1) IDP[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8083"	"HMR_8083"	"(1) H2O[n] + (1) cGMP[n] --> (1) GMP[n]"	"irreversible"	"n"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8085"	"HMR_8085"	"(1) H2O[g] + (1) cGMP[g] --> (1) GMP[g]"	"irreversible"	"g"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8087"	"HMR_8087"	"(1) H2O[g] + (1) cAMP[g] --> (1) AMP[g]"	"irreversible"	"g"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8443"	"HMR_8443"	"(1) ADP-glucose[c] + (1) H2O[c] --> (1) AMP[c] + (1) glucose-1-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8444"	"HMR_8444"	"(1) ADP-mannose[c] + (1) H2O[c] --> (1) AMP[c] + (1) mannose-1-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8448"	"HMR_8448"	"(1) CDP[c] + (1) dGDP[c] <==> (1) CMP[c] + (1) dGTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8449"	"HMR_8449"	"(1) CDP[n] + (1) dGDP[n] <==> (1) CMP[n] + (1) dGTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8450"	"HMR_8450"	"(1) dCDP[c] + (1) dGDP[c] <==> (1) dCMP[c] + (1) dGTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8451"	"HMR_8451"	"(1) dCDP[n] + (1) dGDP[n] <==> (1) dCMP[n] + (1) dGTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8452"	"HMR_8452"	"(2) dCDP[c] <==> (1) dCMP[c] + (1) dCTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8453"	"HMR_8453"	"(2) dCDP[n] <==> (1) dCMP[n] + (1) dCTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8454"	"HMR_8454"	"(1) dADP[c] + (1) dCDP[c] <==> (1) dATP[c] + (1) dCMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8455"	"HMR_8455"	"(1) dADP[n] + (1) dCDP[n] <==> (1) dATP[n] + (1) dCMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8456"	"HMR_8456"	"(1) UDP[c] + (1) dCDP[c] <==> (1) UTP[c] + (1) dCMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8457"	"HMR_8457"	"(1) UDP[n] + (1) dCDP[n] <==> (1) UTP[n] + (1) dCMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8458"	"HMR_8458"	"(1) ADP[n] + (1) CDP[n] <==> (1) ATP[n] + (1) CMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8459"	"HMR_8459"	"(1) ADP[n] + (1) dCDP[n] <==> (1) ATP[n] + (1) dCMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8460"	"HMR_8460"	"(1) CDP[n] + (1) dCDP[n] <==> (1) CTP[n] + (1) dCMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8461"	"HMR_8461"	"(1) GDP[c] + (1) dCDP[c] <==> (1) GTP[c] + (1) dCMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8462"	"HMR_8462"	"(1) GDP[n] + (1) dCDP[n] <==> (1) GTP[n] + (1) dCMP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8463"	"HMR_8463"	"(1) CDP[c] + (1) dCDP[c] <==> (1) CTP[c] + (1) dCMP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8464"	"HMR_8464"	"(1) CDP[n] + (1) GDP[n] <==> (1) CMP[n] + (1) GTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8465"	"HMR_8465"	"(2) CDP[c] <==> (1) CMP[c] + (1) CTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8466"	"HMR_8466"	"(2) CDP[n] <==> (1) CMP[n] + (1) CTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8467"	"HMR_8467"	"(1) CDP[c] + (1) UDP[c] <==> (1) CMP[c] + (1) UTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8468"	"HMR_8468"	"(1) CDP[n] + (1) UDP[n] <==> (1) CMP[n] + (1) UTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8469"	"HMR_8469"	"(1) CDP[c] + (1) dADP[c] <==> (1) CMP[c] + (1) dATP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8470"	"HMR_8470"	"(1) CDP[n] + (1) dADP[n] <==> (1) CMP[n] + (1) dATP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8471"	"HMR_8471"	"(1) CDP[c] + (1) dCDP[c] <==> (1) CMP[c] + (1) dCTP[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8472"	"HMR_8472"	"(1) CDP[n] + (1) dCDP[n] <==> (1) CMP[n] + (1) dCTP[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8473"	"HMR_8473"	"(1) H2O[e] + (1) deoxyadenosine[e] --> (1) NH3[e] + (1) deoxyinosine[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8474"	"HMR_8474"	"(1) ATP[e] + (2) H2O[e] --> (1) AMP[e] + (2) Pi[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8478"	"HMR_8478"	"(1) ADP[n] + (1) dCMP[n] <==> (1) ATP[n] + (1) deoxycytidine[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8479"	"HMR_8479"	"(1) UDP[n] + (1) dCMP[n] <==> (1) UTP[n] + (1) deoxycytidine[n]"	"reversible"	"n"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8482"	"HMR_8482"	"(1) H[m] + (1) NADPH[m] + (1) oxidized thioredoxin[m] --> (1) NADP[m] + (1) thioredoxin[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8483"	"HMR_8483"	"(1) H2O[n] + (1) dUTP[n] --> (1) PPi[n] + (1) dUMP[n]"	"irreversible"	"n"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8485"	"HMR_8485"	"(1) H2O[g] + (1) UDP[g] --> (1) Pi[g] + (1) UMP[g]"	"irreversible"	"g"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8486"	"HMR_8486"	"(1) Pi[c] + (1) adenosine[c] <==> (1) adenine[c] + (1) ribose-1-phosphate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8487"	"HMR_8487"	"(1) H2O[e] + (1) UMP[e] --> (1) Pi[e] + (1) uridine[e]"	"irreversible"	"e"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8488"	"HMR_8488"	"(1) H2O[c] + (1) XTP[c] --> (1) PPi[c] + (1) xanthosine-5-phosphate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8489"	"HMR_8489"	"(1) H2O[c] + (1) ITP[c] --> (1) IMP[c] + (1) PPi[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8493"	"HMR_8493"	"(1) H2O[l] + (1) dCMP[l] --> (1) Pi[l] + (1) deoxycytidine[l]"	"irreversible"	"l"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8494"	"HMR_8494"	"(1) H2O[l] + (1) dAMP[l] --> (1) Pi[l] + (1) deoxyadenosine[l]"	"irreversible"	"l"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_8495"	"HMR_8495"	"(1) H2O[l] + (1) dGMP[l] --> (1) Pi[l] + (1) deoxyguanosine[l]"	"irreversible"	"l"	"0"	"1000"	"0"	""	"Nucleotide metabolism"
"HMR_3802"	"HMR_3802"	"(1) AKG[m] + (1) H[m] + (1) NADH[m] + (1) NH3[m] <==> (1) H2O[m] + (1) NAD[m] + (1) glutamate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3804"	"HMR_3804"	"(1) AKG[m] + (1) H[m] + (1) NADPH[m] + (1) NH3[m] <==> (1) H2O[m] + (1) NADP[m] + (1) glutamate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3811"	"HMR_3811"	"(1) ATP[c] + (1) aspartate[c] + (1) citrulline[c] --> (1) AMP[c] + (1) PPi[c] + (1) argininosuccinate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3813"	"HMR_3813"	"(1) arginine[c] + (1) fumarate[c] <==> (1) argininosuccinate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3822"	"HMR_3822"	"(1) 1-pyrroline-5-carboxylate[m] + (2) H2O[m] + (1) NAD[m] --> (1) H[m] + (1) NADH[m] + (1) glutamate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3827"	"HMR_3827"	"(1) AKG[m] + (1) aspartate[m] <==> (1) OAA[m] + (1) glutamate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3829"	"HMR_3829"	"(1) AKG[c] + (1) aspartate[c] <==> (1) OAA[c] + (1) glutamate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3862"	"HMR_3862"	"(1) H2O[m] + (1) asparagine[m] --> (1) NH3[m] + (1) aspartate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3865"	"HMR_3865"	"(1) 3-sulfinoalanine[m] + (1) AKG[m] --> (1) 3-sulfinylpyruvic acid[m] + (1) glutamate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3870"	"HMR_3870"	"(1) GSSG[m] + (1) H[m] + (1) NADPH[m] --> (2) GSH[m] + (1) NADP[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3873"	"HMR_3873"	"(2) ATP[m] + (1) CO2[m] + (1) H2O[m] + (1) NH3[m] --> (2) ADP[m] + (1) Pi[m] + (1) carbamoyl-phosphate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_8654"	"HMR_8654"	"(2) ATP[m] + (1) H[m] + (1) HCO3-[m] + (1) NH3[m] --> (2) ADP[m] + (1) Pi[m] + (1) carbamoyl-phosphate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3890"	"HMR_3890"	"(1) ATP[c] + (1) NH3[c] + (1) glutamate[c] --> (1) ADP[c] + (1) Pi[c] + (1) glutamine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3892"	"HMR_3892"	"(1) H2O[m] + (1) glutamine[m] --> (1) NH3[m] + (1) glutamate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_9802"	"HMR_9802"	"(1) H2O[c] + (1) glutamine[c] --> (1) NH3[c] + (1) glutamate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3899"	"HMR_3899"	"(1) AKG[c] + (1) alanine[c] <==> (1) glutamate[c] + (1) pyruvate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3903"	"HMR_3903"	"(1) ATP[c] + (1) H2O[c] + (1) aspartate[c] + (1) glutamine[c] --> (1) AMP[c] + (1) PPi[c] + (1) asparagine[c] + (1) glutamate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4109"	"HMR_4109"	"(1) AKG[m] + (1) alanine[m] <==> (1) glutamate[m] + (1) pyruvate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4114"	"HMR_4114"	"(1) 2-oxoglutaramate[c] + (1) H2O[c] --> (1) AKG[c] + (1) NH3[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4115"	"HMR_4115"	"(1) 2-oxoglutaramate[m] + (1) H2O[m] --> (1) AKG[m] + (1) NH3[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4118"	"HMR_4118"	"(1) GSSG[c] + (1) H[c] + (1) NADPH[c] --> (2) GSH[c] + (1) NADP[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4172"	"HMR_4172"	"(1) H2O[c] + (1) asparagine[c] --> (1) NH3[c] + (1) aspartate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4196"	"HMR_4196"	"(1) glutamine[c] + (1) pyruvate[c] --> (1) 2-oxoglutaramate[c] + (1) alanine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4197"	"HMR_4197"	"(1) glutamine[m] + (1) pyruvate[m] --> (1) 2-oxoglutaramate[m] + (1) alanine[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4287"	"HMR_4287"	"(1) H2O[m] + (1) NADP[m] + (1) succinate semialdehyde[m] --> (1) H[m] + (1) NADPH[m] + (1) succinate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4690"	"HMR_4690"	"(1) glutamate[c] --> (1) 4-aminobutyrate[c] + (1) CO2[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_4693"	"HMR_4693"	"(1) 4-aminobutyrate[m] + (1) AKG[m] <==> (1) glutamate[m] + (1) succinate semialdehyde[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_6780"	"HMR_6780"	"(1) AKG[m] + (1) tyrosine[m] --> (1) 4-hydroxyphenylpyruvate[m] + (1) glutamate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_6969"	"HMR_6969"	"(1) H2O[c] + (1) N-acetyl-L-asparagine[c] <==> (1) acetate[c] + (1) asparagine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_6970"	"HMR_6970"	"(1) (S)-2-aminobutanoate[c] + (1) AKG[c] <==> (1) 2-oxobutyrate[c] + (1) glutamate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_6971"	"HMR_6971"	"(1) (S)-2-aminobutanoate[c] + (1) 5-oxoproline[c] <==> (1) gamma-L-glutamyl-L-alpha-aminobutyrate[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_6972"	"HMR_6972"	"(1) 5-oxoproline[c] + (1) GSH[c] <==> (1) gamma-glutamylglutathione[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_7641"	"HMR_7641"	"(1) D-aspartate[p] + (1) H2O[p] + (1) O2[p] --> (1) H2O2[p] + (1) NH3[p] + (1) OAA[p]"	"irreversible"	"p"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_7642"	"HMR_7642"	"(1) D-alanine[c] <==> (1) alanine[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_8628"	"HMR_8628"	"(1) H2O[c] + (1) N-acetyl-L-aspartate[c] --> (1) acetate[c] + (1) aspartate[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Alanine, aspartate and glutamate metabolism"
"HMR_3806"	"HMR_3806"	"(1) H[m] + (1) NADH[m] + (1) glutamate[m] <==> (1) H2O[m] + (1) L-glutamate 5-semialdehyde[m] + (1) NAD[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3807"	"HMR_3807"	"(1) AKG[m] + (1) ornithine[m] <==> (1) L-glutamate 5-semialdehyde[m] + (1) glutamate[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3809"	"HMR_3809"	"(1) Pi[m] + (1) citrulline[m] <==> (1) carbamoyl-phosphate[m] + (1) ornithine[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3816"	"HMR_3816"	"(1) H2O[c] + (1) arginine[c] --> (1) ornithine[c] + (1) urea[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3819"	"HMR_3819"	"(1) 1-pyrroline-5-carboxylate[c] + (1) H2O[c] <==> (1) L-glutamate 5-semialdehyde[c]"	"reversible"	"c"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3820"	"HMR_3820"	"(1) 1-pyrroline-5-carboxylate[m] + (1) H2O[m] <==> (1) L-glutamate 5-semialdehyde[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3833"	"HMR_3833"	"(1) 1-pyrroline-5-carboxylate[c] + (1) H[c] + (1) NADPH[c] --> (1) NADP[c] + (1) proline[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3835"	"HMR_3835"	"(1) 1-pyrroline-5-carboxylate[c] + (1) H[c] + (1) NADH[c] --> (1) NAD[c] + (1) proline[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3837"	"HMR_3837"	"(1) 1-pyrroline-5-carboxylate[m] + (1) H[m] + (1) NADH[m] --> (1) NAD[m] + (1) proline[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3838"	"HMR_3838"	"(1) 1-pyrroline-5-carboxylate[m] + (1) ubiquinol[m] <==> (1) proline[m] + (1) ubiquinone[m]"	"reversible"	"m"	"-1000"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3895"	"HMR_3895"	"(1) ATP[m] + (1) glutamate[m] --> (1) ADP[m] + (1) glutamyl-5-phosphate[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3897"	"HMR_3897"	"(1) H[m] + (1) NADPH[m] + (1) glutamyl-5-phosphate[m] --> (1) L-glutamate 5-semialdehyde[m] + (1) NADP[m] + (1) Pi[m]"	"irreversible"	"m"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_3993"	"HMR_3993"	"(1) H[c] + (2) N-(omega)-hydroxyarginine[c] + (1) NADPH[c] + (2) O2[c] --> (2) H2O[c] + (1) NADP[c] + (2) NO[c] + (2) citrulline[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_4073"	"HMR_4073"	"(1) H[c] + (1) SAM[c] --> (1) CO2[c] + (1) S-adenosylmethioninamine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
"HMR_4075"	"HMR_4075"	"(1) S-adenosylmethioninamine[c] + (1) putrescine[c] --> (1) 5-methylthioadenosine[c] + (1) H[c] + (1) spermidine[c]"	"irreversible"	"c"	"0"	"1000"	"0"	""	"Arginine and proline metabolism"
